Subject,Relationship,Object
NCT03430856,measures_secondary,Post-prandial Glucose (PPG) Excursion
NCT03430856,measures_secondary,Number of Participants With Treatment-Emergent Adverse Events
NCT03430856,measures_secondary,Anti-drug Antibody Levels
NCT03430856,measures_secondary,CGM
NCT03186209,involves,Uncontrolled Asthma
NCT03186209,evaluates,Benralizumab
NCT03186209,measures_primary,Annual asthma exacerbation rate
NCT03186209,measures_secondary,Change From Baseline at Week 48 in Pre-bronchodilator FEV1 (L)
NCT03186209,measures_secondary,Change From Baseline at Week 48 in Total Asthma Symptom Score
NCT03186209,measures_secondary,Change From Baseline at Week 48 in Total Asthma Rescue Medication Use
NCT03186209,measures_secondary,Change From Baseline at Week 48 in Morning Peak Expiratory Flow (PEF)
NCT03186209,measures_secondary,Change From Baseline at Week 48 in Evening Peak Expiratory Flow (PEF)
NCT03186209,has_criteria,Baseline Eosinophils >=300/uL
NCT00644709,involves,High Cholesterol
NCT00644709,involves,Coronary Heart Disease
NCT00644709,evaluates,Atorvastatin
NCT00644709,measures_primary,LDL-C target
NCT00644709,measures_secondary,HDL-C
NCT00644709,measures_secondary,total cholesterol
NCT00644709,measures_secondary,triglyceride levels
NCT00644709,has_criteria,Dyslipidemia
NCT00644709,has_criteria,high risk CHD
NCT00644709,has_criteria,impaired liver function
NCT00644709,has_criteria,Gastrointestinal disease
NCT03593707,evaluates,PF-06865571
NCT03593707,measures_primary,Metformin Cmax
NCT03593707,measures_secondary,Metformin AUCinf
NCT03593707,has_criteria,Baseline up to 35 days after last dose of study medication
NCT05053607,involves,Multiple Myeloma
NCT05053607,evaluates,Isatuximab
NCT05053607,measures_primary,Change in PQAT-RW
NCT05053607,measures_secondary,Change in EORTC-QLQ-C30
NCT05053607,measures_secondary,Change in QLQ-MY20
NCT05053607,measures_secondary,Change in EQ5D
NCT05053607,measures_secondary,Change in CBI-B
NCT01606007,involves,Type 2 Diabetes
NCT01606007,evaluates,Saxagliptin & Dapagliflozin & Metformin
NCT01606007,measures_primary,HbA1c at Week 24
NCT01606007,measures_secondary,2-hour Post Prandial Glucose
NCT01606007,measures_secondary,Fasting Plasma Glucose
NCT01606007,measures_secondary,Body Weight
NCT01606007,measures_secondary,Therapeutic Glycemic Response
NCT01606007,has_criteria,last assessment prior to first dose
NCT01190007,involves,Hypertension
NCT01190007,evaluates,Caduet
NCT01190007,measures_primary,Systolic Blood Pressure
NCT01190007,measures_secondary,Diastolic Blood Pressure
NCT01190007,measures_secondary,LDL-C
NCT01190007,measures_secondary,Total Cholesterol
NCT01190007,measures_secondary,HDL-C
NCT01190007,has_criteria,Japanese Patients
NCT04891107,involves,Parkinson Disease
NCT04891107,evaluates,MR-005
NCT04891107,measures_primary,Change in Mobility Impact
NCT04891107,measures_secondary,Safety
NCT04891107,measures_secondary,Usability
NCT04891107,has_criteria,Walking Program Schedule
NCT02604407,involves,Attention-deficit/Hyperactivity Disorder
NCT02604407,evaluates,SHP465
NCT02604407,measures_primary,ADHD-RS Total Score
NCT02604407,measures_secondary,CGI-I Score
NCT02604407,has_criteria,18-55 years old
NCT00684307,involves,Atrial Fibrillation
NCT00684307,evaluates,AZD0837
NCT00684307,measures_primary,Bleeding Events
NCT00684307,measures_secondary,Creatinine
NCT00684307,measures_secondary,Alanine Aminotransferase
NCT00684307,measures_secondary,Bilirubin
NCT00684307,measures_secondary,D-Dimer
NCT00684307,measures_secondary,Activated Partial Thromboplastin Time
NCT00684307,measures_secondary,Ecarin Clotting Time
NCT00684307,measures_secondary,Plasma Concentration of AZD0837
NCT00684307,measures_secondary,Plasma Concentration of AR-H067637XX
NCT00684307,has_criteria,VKA naïve
NCT00694707,involves,Schizophrenia
NCT00694707,evaluates,Cariprazine
NCT00694707,measures_primary,PANSS Total Score
NCT00694707,measures_secondary,CGI-S Score
NCT00694707,has_criteria,Baseline to Week 6
NCT01278407,involves,Dementia With Lewy Bodies
NCT01278407,evaluates,E2020
NCT01278407,measures_primary,Change From Baseline in MMSE Score
NCT01278407,measures_secondary,Change From Baseline in NPI-2 Score
NCT01278407,has_criteria,Week 12 for Confirmatory Phase
NCT01706107,involves,Multiple Sclerosis
NCT01706107,evaluates,Tysabri
NCT01706107,measures_primary,Annualized Relapse Rate
NCT01706107,measures_primary,Multiple Sclerosis Impact Scale-29
NCT01706107,measures_secondary,Expanded Disability Status Scale
NCT01706107,measures_secondary,Work Productivity and Activity Impairment
NCT01706107,measures_secondary,EuroQol 5-Dimension
NCT01706107,has_criteria,Baseline
NCT01187407,involves,Major Depressive Disorder
NCT01187407,evaluates,LY2216684
NCT01187407,measures_primary,Change From Randomization
NCT01187407,measures_secondary,Sheehan Disability Scale
NCT01187407,has_criteria,Partial Response to SSRI
NCT01936688,involves,Chronic Plaque Psoriasis
NCT01936688,evaluates,MK-3222
NCT01936688,measures_primary,PASI-75 at Week 12
NCT01936688,measures_secondary,Physician's Global Assessment
NCT01936688,measures_secondary,DLQI at Week 12
NCT01936688,measures_secondary,PASI-90 Response
NCT01936688,measures_secondary,NAPSI at Week 12
NCT01936688,measures_secondary,Adverse Event
NCT01936688,has_criteria,Moderate-to-Severe
NCT01387607,involves,Fibromyalgia
NCT01387607,evaluates,Pregabalin
NCT01387607,measures_primary,Endpoint mean pain score
NCT01387607,measures_secondary,Fibromyalgia Impact Questionnaire (FIQ) Total Score
NCT01387607,has_criteria,last 7 pain diary entries
NCT01123707,involves,Major Depressive Disorder
NCT01123707,evaluates,Aripiprazole/Escitalopram
NCT01123707,measures_primary,CGI-S Score
NCT01123707,measures_secondary,PGI-S Score
NCT01123707,has_criteria,Treatment-Emergent Adverse Events
NCT00082407,involves,Type 2 Diabetes
NCT00082407,evaluates,Exenatide
NCT00082407,evaluates,Biphasic Insulin Aspart
NCT00082407,measures_primary,Change in HbA1c
NCT00082407,measures_secondary,Change in Body Weight
NCT00082407,measures_secondary,Change in Fasting Serum Glucose
NCT00082407,measures_secondary,Change in 7-point SMBG Profile
NCT00082407,measures_secondary,Percentage of Patients With Hypoglycemic Events
NCT00082407,measures_secondary,Change in Rate of Hypoglycemic Events
NCT00082407,has_criteria,stable dose of metformin
NCT00082407,has_criteria,optimally effective sulfonylurea
NCT00082407,has_criteria,HbA1c 7.0% to 11.0%
NCT00080288,involves,Chronic SWSD
NCT00080288,evaluates,Armodafinil
NCT00080288,measures_primary,MSLT sleep latency
NCT00080288,measures_secondary,CGI-C
NCT00080288,has_criteria,excessive sleepiness
NCT00080288,has_criteria,SWSD diagnosis
NCT00080288,has_criteria,night shift work
NCT02528188,involves,Osteoarthritis
NCT02528188,evaluates,Tanezumab
NCT02528188,measures_primary,Adjudicated Primary Composite Joint Safety Outcome
NCT02528188,measures_secondary,WOMAC Pain Subscale
NCT02528188,has_criteria,Baseline up to Week 80
NCT02020278,involves,Hyponatremia
NCT02020278,evaluates,Tolvaptan
NCT02020278,measures_primary,Change From Baseline
NCT02020278,measures_secondary,Percentage Of Participants
NCT02020278,measures_secondary,Percentage Of Participants
NCT02020278,measures_secondary,Percentage Of Participants
NCT02020278,measures_secondary,Change From Baseline
NCT02020278,has_criteria,Children and Adolescent
NCT04773678,involves,Asthma
NCT04773678,evaluates,CBP-201
NCT04773678,measures_primary,Absolute change FEV1
NCT04773678,measures_secondary,Percent change FEV1
NCT04773678,has_criteria,Adult 18-75 years
NCT06005688,evaluates,Carbamazepine
NCT06005688,evaluates,Vepdegestrant
NCT06005688,measures_primary,Cmax of Vepdegestrant
NCT06005688,measures_primary,AUCinf of Vepdegestrant
NCT06005688,measures_secondary,Number of Participants With Treatment-Emergent Adverse Events
NCT06005688,measures_secondary,Number of Participants With Clinical Laboratory Abnormalities
NCT06005688,measures_secondary,Number of Participants With Electrocardiogram Abnormalities
NCT06005688,measures_secondary,Number of Participants With Clinically Significant Change From Baseline in Vital Signs
NCT06005688,measures_secondary,Number of Participants With Abnormalities in Physical Examinations
NCT02793778,involves,Crohn's Disease
NCT02793778,evaluates,CROWN
NCT02793778,measures_primary,SES-CD score change
NCT02793778,measures_secondary,Plasma amino acid level
NCT02793778,measures_secondary,Quality of Life Score
NCT02793778,measures_secondary,Inflammatory biomarkers
NCT02793778,measures_secondary,Endoscopic response
NCT02793778,measures_secondary,Corticosteroid-free
NCT02793778,has_criteria,Adults 18-85 years
NCT02793778,has_criteria,Symptomatic CD
NCT02793778,has_criteria,CDAI score ≤ 350
NCT02793778,has_criteria,Active endoscopic disease
NCT02793778,has_criteria,Stable dose infliximab
NCT02793778,has_criteria,Able to consume oral nutrition
NCT01276288,involves,Type 2 Diabetes
NCT01276288,evaluates,Empagliflozin
NCT01276288,evaluates,Torasemide
NCT01276288,measures_primary,Change in clearance
NCT01276288,measures_secondary,Change in Urinary Excretion
NCT01276288,has_criteria,last 24-h collection
NCT03759288,involves,Crohn's Disease
NCT03759288,evaluates,Brazikumab
NCT03759288,measures_primary,CDAI remission
NCT03759288,measures_secondary,endoscopic response
NCT03759288,measures_secondary,clinical remission
NCT03759288,has_criteria,CDAI score below 150
NCT01423188,involves,Dyslipidemia
NCT01423188,evaluates,RVX000222
NCT01423188,measures_primary,percent change HDL-C
NCT01423188,measures_secondary,LDL-C
NCT01423188,measures_secondary,apoB
NCT01423188,measures_secondary,hsCRP
NCT01423188,has_criteria,2 weeks screening
NCT03678688,involves,Pulmonary Tuberculosis
NCT03678688,evaluates,OPC-167832
NCT03678688,measures_primary,Early Bactericidal Activity
NCT03678688,measures_secondary,Maximum Plasma Concentration
NCT03678688,has_criteria,Multiple Oral Doses
NCT03945188,involves,Ulcerative Colitis
NCT03945188,evaluates,Etrasimod
NCT03945188,evaluates,Placebo
NCT03945188,measures_primary,Clinical Remission
NCT03945188,measures_secondary,Endoscopic Improvement
NCT03945188,measures_secondary,Symptomatic Remission
NCT03945188,has_criteria,Week 12
NCT03945188,has_criteria,Week 52
NCT01865188,involves,Hypertension
NCT01865188,evaluates,LCZ696
NCT01865188,evaluates,Amlodipine
NCT01865188,measures_primary,Change from baseline
NCT01865188,measures_primary,msSBP
NCT01865188,measures_primary,msDBP
NCT01865188,has_criteria,baseline
NCT01580488,involves,Psoriasis Vulgaris
NCT01580488,evaluates,LEO 35299
NCT01580488,measures_primary,Total Clinical Score
NCT01580488,measures_secondary,Erythema
NCT01580488,measures_secondary,Infiltration
NCT01580488,measures_secondary,Scaling
NCT01580488,measures_secondary,Lesion Thickness
NCT01580488,measures_secondary,Skin Thickness
NCT01580488,has_criteria,Age 18 years or above
NCT01580488,has_criteria,Non-child bearing potential
NCT01580488,has_criteria,Stable psoriasis
NCT00125788,involves,Sickle Cell Anemia
NCT00125788,involves,Sickle ß0 Thalassemia
NCT00125788,evaluates,Oral L-glutamine
NCT00125788,measures_primary,mean number of painful crises
NCT00125788,measures_secondary,mean number of hospitalizations
NCT00125788,measures_secondary,mean number of emergency room visits
NCT00125788,measures_secondary,hemoglobin
NCT00125788,measures_secondary,hematocrit
NCT00125788,measures_secondary,reticulocyte count
NCT00125788,measures_secondary,narcotic usage
NCT00125788,measures_secondary,energy level
NCT00125788,measures_secondary,appetite level
NCT00125788,has_criteria,completed the study
NCT01644188,involves,Hypercholesterolemia
NCT01644188,involves,Cardiovascular disease
NCT01644188,evaluates,Alirocumab
NCT01644188,evaluates,Ezetimibe
NCT01644188,measures_primary,LDL-C at Week 24
NCT01644188,measures_secondary,Apo-B at Week 24
NCT01590888,involves,Huntington Disease
NCT01590888,evaluates,PBT2
NCT01590888,measures_primary,Change From Baseline in Cognitive Test Battery
NCT01590888,measures_secondary,Change From Baseline in Motor Function
NCT01590888,measures_secondary,Change From Baseline in Functional Abilities
NCT01590888,has_criteria,Baseline to 26 weeks
NCT03759678,involves,Ataxia-Telangiectasia
NCT03759678,evaluates,IB1001
NCT03759678,measures_primary,Clinical Impression of Change
NCT03759678,measures_secondary,Spinocerebellar Ataxia Functional Index
NCT03759678,has_criteria,Baseline (Day 1) to end of treatment with IB1001 (Approximately Day 42); End of treatment with IB1001 (Approximately Day 42) to the end of post-treatment washout (Approximately Day 84)
NCT06520878,involves,Mild to Moderate Cognitive Impairment
NCT06520878,evaluates,NANO-PSO
NCT06520878,measures_primary,Cognitive status
NCT06520878,measures_secondary,Fatigue Severity
NCT06520878,measures_secondary,Trail Making Test
NCT06520878,measures_secondary,Frailty
NCT06520878,has_criteria,Age 60 or older
NCT06520878,has_criteria,Cognitive impairment
NCT06520878,has_criteria,Probable dementia
NCT06520878,has_criteria,Typical variant Alzheimer's disease
NCT06520878,has_criteria,Progressive memory decline
NCT06520878,has_criteria,Hippocampal-type amnesic syndrome
NCT03452488,involves,COVID-19
NCT03452488,evaluates,Placebo
NCT03452488,measures_primary,Gait speed
NCT03452488,measures_secondary,Short Form-36
NCT03452488,measures_secondary,Handgrip Strength
NCT03452488,has_criteria,400 MW test
NCT03218488,involves,Plaque Psoriasis
NCT03218488,evaluates,Ustekinumab
NCT03218488,measures_primary,Growth: Height
NCT03218488,measures_primary,Growth: Weight
NCT03218488,measures_primary,Growth: BMI
NCT03218488,measures_secondary,Sexual Maturity
NCT03218488,has_criteria,6 years and older
NCT05021978,involves,Essential Tremor
NCT05021978,evaluates,PRAX-944
NCT05021978,measures_primary,TETRAS Upper Limb Score
NCT05021978,measures_secondary,Adverse Events
NCT05021978,measures_secondary,Vital Signs
NCT05021978,has_criteria,last non-missing value
NCT05098509,involves,Prader-Willi Syndrome
NCT05098509,evaluates,RAD011
NCT05098509,measures_primary,Change From Baseline
NCT05098509,measures_secondary,Clinician Global Impression
NCT05098509,has_criteria,Baseline
NCT04543409,involves,Eosinophilic Esophagitis
NCT04543409,evaluates,Benralizumab
NCT04543409,measures_primary,Histologic Response
NCT04543409,measures_secondary,Dysphagia Symptom Questionnaire
NCT04543409,measures_secondary,Tissue Eosinophils
NCT04543409,measures_secondary,EoE-HSS Grade
NCT04543409,has_criteria,peak esophageal intraepithelial eosinophil count
NCT03728309,involves,cheek skin smoothness
NCT03728309,evaluates,JUVÉDERM® VOLITE™ XC
NCT03728309,measures_primary,Cheek Smoothness Scale
NCT03728309,measures_secondary,Face-Q Satisfaction
NCT03728309,has_criteria,treatment emergent adverse event
NCT03066609,involves,Psoriasis
NCT03066609,evaluates,Secukinumab
NCT03066609,measures_primary,PASI 75
NCT03066609,measures_primary,PASI 90
NCT03066609,measures_secondary,Investigator's Global Assessment
NCT03066609,has_criteria,moderate to severe
NCT06488209,involves,Autoimmune Disease
NCT06488209,evaluates,LAD191
NCT06488209,measures_primary,Maximum Serum Concentration
NCT06488209,measures_secondary,Time to Reach Maximum Serum Concentration
NCT06488209,measures_secondary,Area Under the Serum Concentration-time Curve
NCT02971007,involves,Vulvovaginal Candidiasis
NCT02971007,evaluates,Oral Encochleated Amphotericin B
NCT02971007,measures_primary,Clinical Cure
NCT02971007,measures_secondary,Overall Response
NCT02971007,has_criteria,12 days
NCT05483907,involves,IPF
NCT05483907,evaluates,BBT-877
NCT05483907,measures_primary,Change from baseline in FVC
NCT05483907,measures_primary,Change from baseline in FVC (%)
NCT05483907,measures_primary,Change in overall respiratory health
NCT05483907,measures_primary,Change in overall IPF impacts
NCT05483907,measures_primary,Change in overall IPF symptoms
NCT05483907,measures_secondary,Change from baseline in DLCO
NCT05483907,measures_secondary,Change from baseline in functional exercise capacity
